Motor Type,Device Type,Run Time Since Maintenance,Run Time Since Overhaul,Run Time Since Production,Age Since Overhaul,Age Since Production,TempF Mean - 1 Minute,TempF StDev - 1 Minute,TempF Range - 1 Minute,TempF Max - 1 Minute,TempF Mean - 15 Minutes,TempF StDev - 15 Minutes,TempF Range - 15 Minutes,TempF Max - 15 Minutes,Observations Above Max Temp - 24 Hours,Remaining Useful Life
Permanent Magnet,Actuator,5633,8932,14406,1161.23,1640.03,94.91,0.3,0.53,95.31,74.12,3.97,9.31,81.08,0,1295.66
Shunt-Wound,Pump,2934,5869,11300,468.3,943.47,90.06,0.25,0.45,90.36,73.66,0.92,2.52,74.28,8,1674.04
Permanent Magnet,Pump,3957,7121,12575,493.35,1099.79,70.01,0.35,0.86,70.27,77.32,0.13,0.39,77.64,0,2257.08
Permanent Magnet,Fan,1342,4146,8886,278.04,587.78,91.13,0.34,0.77,91.74,70.93,0.22,0.56,71.27,0,3066.75
Shunt-Wound,Pump,3113,5893,10486,531.67,832.95,91.81,0.26,0.42,91.91,73.4,4.41,9.71,78.56,0,2315.67
Series-Wound,Actuator,2694,6083,10668,579.67,879.76,70.56,2.83,7.07,75.7,78.42,0.24,0.71,78.85,0,2346.84
Shunt-Wound,Actuator,3592,6575,11217,482.27,1174.16,95.43,0.96,1.52,95.93,73.32,0.12,0.28,73.37,0,2114.7
Shunt-Wound,Actuator,4270,6911,12216,795.82,1196.41,70.68,0.56,1.26,71.3,72.68,3.79,11.26,73.71,0,2124.31
Permanent Magnet,Conveyor,2928,6287,11090,491.22,833.46,72.53,1.83,2.92,74.8,72.55,0.18,0.51,72.79,14,1293.43
Permanent Magnet,Fan,1626,4436,9280,514.82,906.12,73.7,4.79,8.87,80.37,74.41,0.25,0.53,74.44,0,2712.33
Series-Wound,Conveyor,2743,6006,10577,437.8,838.98,81.43,0.3,0.46,81.66,71.5,2.83,6.68,75.71,0,2533.38
Shunt-Wound,Pump,1270,3921,8422,343.66,641.42,69.77,0.45,0.7,70.2,70.94,1.42,3.77,74.3,5,2698.91
Series-Wound,Actuator,2145,5058,10074,634.01,1310.77,77.95,2.35,5.46,78.62,72.36,1.92,5.59,74.1,0,2659.73
Series-Wound,Fan,5735,8324,13357,1284.92,1653.11,70.45,1.4,2.59,71.74,74.59,0.29,0.71,74.68,0,1475.86
Permanent Magnet,Conveyor,1438,4198,9645,410.1,1265.38,69.41,1.66,3.16,70.02,79.01,2.95,7.33,84.35,0,2973.18
Permanent Magnet,Conveyor,1715,4679,10082,641.92,1139.21,75.99,0.24,0.58,76.47,90.74,5.97,14.4,91.35,0,2743.23
Series-Wound,Pump,5255,8613,13354,619.03,990.03,72.12,0.13,0.31,72.17,72.49,0.29,0.65,72.77,22,1
Series-Wound,Fan,2281,5550,10917,910.16,1561.11,91.83,1.84,3.37,93.85,75.68,0.35,0.94,75.7,0,2385.17
Permanent Magnet,Pump,5664,8222,13226,665.31,991.7,72.87,0.33,0.7,72.95,94.79,4.8,13.87,104.49,0,1434.23
Permanent Magnet,Actuator,3049,5608,10810,557.12,953.55,86.41,3.53,7.87,88.23,72.27,0.68,1.73,73.14,0,2326.99
Permanent Magnet,Conveyor,4851,8251,12820,562.66,1234.55,69.3,3.97,7.14,72.46,69.44,3.51,9.15,69.64,0,1747.59
Permanent Magnet,Fan,2899,5561,10489,708.34,1358.78,79.54,2.47,4.61,81.5,69.03,0.4,0.93,69.19,0,2532.53
Series-Wound,Conveyor,5807,8938,14210,1125.74,1475.62,72.1,1.7,3.15,72.63,82,4.08,10.87,90.77,4,823.25
Permanent Magnet,Actuator,4599,7930,12887,1301.93,1900.36,73.74,0.2,0.48,73.98,71.32,0.49,1.37,71.85,0,1879.46
Permanent Magnet,Conveyor,3558,7004,11799,461.11,1199.43,70.69,0.16,0.29,70.87,71.09,0.18,0.53,71.48,22,304.28
Permanent Magnet,Actuator,3451,6351,11142,1054.09,1452.99,73.38,0.22,0.46,73.67,73.77,0.92,2.66,74.39,0,2439.62
Permanent Magnet,Actuator,4173,7412,12897,1017.85,1504.39,72.69,0.43,0.73,73.24,70.16,0.28,0.68,70.35,0,2178.1
Permanent Magnet,Fan,5387,7900,13287,1171.33,1970.97,98.58,3.71,6.88,100.32,72.61,0.47,0.97,73.46,0,1238.98
Shunt-Wound,Actuator,1445,4810,9769,322.06,661.88,75.57,5.68,11.12,80.44,72.73,2.21,5.6,77.68,0,2799.76
Permanent Magnet,Fan,1261,4501,9413,379.53,706.68,84.11,3.15,6.94,88.71,79.88,0.24,0.64,80.05,0,2954.17
Permanent Magnet,Fan,5328,7925,12508,512.34,1116.17,72.34,0.27,0.65,72.35,69.06,4.9,10.93,72.87,0,1776.79
Permanent Magnet,Fan,4052,6874,12269,775.92,1188.44,89.43,0.25,0.59,89.92,90.54,0.14,0.39,90.65,0,1929.92
Series-Wound,Actuator,4506,7626,12893,558.57,1278.41,70.5,4.35,7.21,70.74,98.8,0.22,0.57,99.04,0,1543.67
Permanent Magnet,Pump,2528,5522,10662,518.46,876.23,80.95,2.72,4.7,82.03,73.57,0.95,2.21,74.74,0,2525.19
Permanent Magnet,Fan,4296,6997,12053,457.48,1157.58,76.24,0.37,0.83,76.25,79.09,1.43,3.7,82.28,0,1968
Permanent Magnet,Actuator,3634,7131,11982,532.98,1007.49,101.35,0.2,0.46,101.48,85.75,0.3,0.77,86.43,0,2129.47
Permanent Magnet,Actuator,4201,7430,12665,847.15,1183.15,72.34,0.33,0.52,72.73,74.4,6.15,17.47,76.4,0,1967.53
Permanent Magnet,Fan,2040,4868,9639,331.72,641.95,69.48,2.32,4.22,71.55,71.48,3.24,7.44,72.05,0,2915.51
Permanent Magnet,Fan,2172,5422,10769,384.03,989.64,74.24,0.44,0.79,74.43,71.29,4.5,9.29,77.61,0,2874.43
Series-Wound,Conveyor,5710,8653,13251,1352.83,1796.01,74.32,0.56,1.21,74.77,70.32,3.53,9.79,78.86,0,1451.29
Shunt-Wound,Actuator,3560,6880,11603,451.46,1073.08,75.58,0.45,0.82,76,76.78,1.82,4.25,80.58,1,2090.37
Permanent Magnet,Pump,2323,5577,10894,701.37,1179.35,76.98,0.76,1.21,77.93,73.13,0.27,0.6,73.22,0,2849.72
Series-Wound,Fan,5836,8342,13060,567.51,901.15,85.35,0.15,0.26,85.56,70.35,0.3,0.69,70.95,0,1455.61
Series-Wound,Pump,2908,5813,10988,840.75,1239.28,76.25,6.72,13.54,76.72,74.29,0.19,0.45,74.67,0,2007.55
Permanent Magnet,Conveyor,3865,6983,11847,449.58,790.54,86.97,5.76,10.58,88.49,73.33,0.19,0.53,73.44,0,2011.59
Permanent Magnet,Actuator,5407,8481,13223,602.2,1117.19,80.93,3.01,5.45,81.09,73.66,3.91,8.34,80.31,0,1483.3
Permanent Magnet,Fan,4175,7079,12117,526.69,1011.06,74.93,3.79,6.45,80.55,73.66,0.1,0.22,73.66,30,1
Permanent Magnet,Conveyor,2368,4901,10168,582.24,975.22,69.5,1.17,2.35,71.32,82.76,0.2,0.42,83.04,7,1991.72
Shunt-Wound,Pump,4620,7420,12910,853.95,1565.47,98.72,3.84,5.8,103.27,69.65,1.64,3.39,70.63,6,1044.61
Permanent Magnet,Pump,5433,8519,13373,1005.12,1322.84,83.75,0.29,0.57,84.24,79.35,0.21,0.58,79.45,1,1561.27
Permanent Magnet,Conveyor,3289,6515,11519,587.64,941.13,91.35,0.21,0.48,91.63,70.51,0.22,0.61,70.72,4,1952.62
Permanent Magnet,Actuator,2991,6364,11149,496.91,1222.11,72.21,4.74,7.22,73.05,85.47,0.33,0.7,86.05,3,2003.07
Permanent Magnet,Fan,2991,6064,10698,883.12,1293.2,80.7,0.37,0.88,81.07,95.53,4.09,12.05,101.4,26,1
Series-Wound,Conveyor,2832,6307,11420,503.89,1094.93,84.82,0.38,0.62,85.15,73.72,6.61,16.84,76.28,15,989.03
Permanent Magnet,Actuator,1203,4146,9538,552.55,1310.12,71.45,1.64,2.95,73.92,72.2,1.14,3.27,73.13,2,2997.74
Permanent Magnet,Conveyor,1134,3857,9017,254.88,1113.89,97.78,0.68,1.15,97.87,78.88,0.26,0.74,79.47,0,3026.61
Permanent Magnet,Pump,5242,8246,13271,743.78,1375.83,79.74,0.97,2.14,81.14,88.74,0.19,0.53,88.93,0,1483.06
Series-Wound,Fan,2964,6268,11036,473.65,822.84,70.73,0.13,0.3,70.79,76.23,6.39,15.44,86.08,0,2422.32
Permanent Magnet,Conveyor,5876,8499,13721,756.45,1465.64,86.07,0.3,0.5,86.25,89.22,5.06,11.44,99.39,0,1122.49
Permanent Magnet,Fan,5623,8343,13840,879.58,1324,74.37,0.27,0.47,74.67,71.55,0.11,0.23,71.67,0,1702.19
Shunt-Wound,Actuator,3794,6375,10997,602.8,1177.62,72.91,5.3,9.48,73.28,85.97,3.63,8.7,93.46,0,1764.37
Permanent Magnet,Fan,2713,5401,10349,741.79,1110.36,72.64,1.51,3.07,73.37,73.31,2.24,5.29,75.29,0,2566.31
Series-Wound,Fan,3846,6654,11747,453.09,928.5,72.47,1.06,1.6,73.79,82.31,0.18,0.4,82.5,0,2081.62
Shunt-Wound,Conveyor,5475,8273,13650,540.35,1202.12,83.46,0.38,0.85,84.15,70.55,4.73,11.4,71.81,0,1611.01
Shunt-Wound,Actuator,3658,7075,12184,949.99,1377.22,75.6,0.54,0.92,76.34,71.6,5.59,14.32,73.49,15,837.09
Series-Wound,Fan,4542,7347,11860,1038.86,1364.02,74.9,0.28,0.56,74.99,73.72,1.74,3.94,75.42,12,709.52
Permanent Magnet,Conveyor,3984,7063,12044,675.98,1004.13,104.02,0.53,1.27,104.15,73.14,0.77,2.09,74.94,0,2112.97
Series-Wound,Conveyor,3514,6141,11525,879.15,1234.16,71.06,0.72,1.43,72.28,70.79,0.36,0.9,71.15,0,2297.58
Permanent Magnet,Pump,5993,9343,14473,1551.38,2399.98,91.1,0.22,0.45,91.13,71.21,4.83,10.2,76.14,0,1233.07
Shunt-Wound,Actuator,1482,4574,9931,485.77,907.54,71.27,0.29,0.44,71.44,77.9,0.24,0.61,77.95,6,2453.94
Permanent Magnet,Fan,5255,8130,12951,748.14,1463.42,71.3,6.68,14.6,75.98,71.53,0.78,1.57,72.35,0,1443.38
Permanent Magnet,Pump,1527,4093,9106,346.92,741.15,69.1,1.18,2.49,70.09,72.26,0.28,0.73,72.91,0,3168.4
Permanent Magnet,Fan,4542,7172,11725,647.37,1207.48,74.64,0.16,0.25,74.82,71.91,2.16,6.2,74.78,0,1973.15
Series-Wound,Conveyor,4351,7226,11891,672.42,994.4,95.33,0.33,0.58,95.83,73.93,0.27,0.63,73.94,0,1987.99
Series-Wound,Fan,4655,7218,12103,954.69,1600.89,73.19,5.19,11.69,78.14,70.07,2.42,6.54,70.75,0,1510.72
Permanent Magnet,Actuator,4816,7455,12590,649.49,1105.4,97.44,0.29,0.62,97.76,85.32,0.44,1.04,86.15,0,1604.95
Series-Wound,Fan,5329,8575,13865,1103.21,1554.36,72.2,0.35,0.68,72.56,85.98,0.63,1.88,87.31,0,1434.63
Permanent Magnet,Pump,3440,6651,11732,558.32,1277.16,73.61,0.25,0.47,73.85,69.68,0.25,0.53,69.96,0,2475.96
Shunt-Wound,Actuator,1239,4061,9349,362.2,878.82,75.14,0.21,0.31,75.36,73.5,1.66,3.51,73.66,8,2452.31
Shunt-Wound,Conveyor,4548,7773,12482,588.04,1248.2,85.75,1.08,2.22,85.77,87.61,0.21,0.56,87.75,0,1704.23
Permanent Magnet,Fan,1237,4102,8723,306.68,658.18,69.9,0.39,0.78,69.96,73.73,0.2,0.41,73.74,0,3226.1
Series-Wound,Conveyor,5484,8490,13560,804.99,1139.17,74.69,0.38,0.82,74.72,70.61,0.94,2.13,71.3,0,1598.78
Shunt-Wound,Pump,1907,4660,9673,318.6,641.43,69.66,4.13,10.21,75.21,71.71,1.19,2.81,72.62,26,332.96
Series-Wound,Fan,2570,6056,11472,740.5,1159.88,71.31,5.97,12.41,78.12,74.67,1.33,2.99,77.24,0,2326.94
Shunt-Wound,Pump,1987,4853,9870,467.98,803.26,73.04,0.53,1.06,73.33,69.82,0.11,0.33,69.85,0,2954.07
Permanent Magnet,Conveyor,3300,6518,11491,1026.13,1426.95,73.65,6.41,12.77,75.49,73.57,0.26,0.55,73.8,4,1680.1
Permanent Magnet,Fan,4844,7442,12404,687.85,1090.91,71.74,0.23,0.47,71.9,74.07,0.26,0.53,74.21,0,2066.76
Permanent Magnet,Pump,1871,4506,9233,457.27,973.96,80.62,0.64,1.07,80.88,90.64,0.63,1.71,90.98,0,2743.12
Permanent Magnet,Conveyor,3727,6721,12201,730.37,1460.91,80.84,2.78,5.18,83.54,81.39,0.73,1.9,82.54,0,1968.88
Shunt-Wound,Pump,4813,7390,12081,985.47,1737.75,70.79,0.68,1.53,71.98,79.35,0.21,0.46,79.57,0,1708.4
Permanent Magnet,Pump,3729,6466,11670,608.52,1163.43,69.22,0.27,0.4,69.45,70.22,0.22,0.45,70.6,0,2403.03
Series-Wound,Pump,5377,8128,13183,873.44,1254.81,85.08,4.45,8.5,85.53,71.18,0.21,0.63,71.59,0,1315.87
Permanent Magnet,Conveyor,5747,9201,13777,689.51,1398.89,84.88,5.02,10.47,89.02,72.31,0.3,0.6,72.84,1,1099.92
Permanent Magnet,Fan,4293,7509,12658,978.03,1761.94,73.11,0.26,0.61,73.21,79.95,1.4,3.88,82.78,0,1976.74
Permanent Magnet,Pump,2307,5425,10386,600.4,1290.65,71.93,4.91,9.13,77.06,96.39,0.23,0.53,96.4,0,2277.58
Shunt-Wound,Fan,1232,4706,9879,623.05,1066.2,89.94,0.12,0.21,89.95,90.83,0.2,0.48,91.02,0,2780.54
Permanent Magnet,Pump,1455,4599,10002,334.76,1041.86,71.1,0.72,1.69,71.41,78.76,0.1,0.29,78.94,0,2999.55
Permanent Magnet,Conveyor,3806,7138,11941,592.62,900.6,73.22,0.57,1.28,74.13,71.34,0.97,2.83,73.25,0,2220.39
Permanent Magnet,Fan,5188,8071,13030,562.31,1193.57,73.66,2.06,3.22,75.95,78.87,0.95,2.77,80.76,0,1580.07
Permanent Magnet,Pump,4103,7246,12444,986.14,1729.96,69.3,2.72,4.37,69.82,96.41,0.28,0.78,96.91,0,1869.52
Permanent Magnet,Actuator,1051,4350,9824,363.01,759.67,89.18,0.18,0.4,89.36,81.03,0.22,0.45,81.43,0,3040.31
Shunt-Wound,Pump,5933,8868,14299,910.38,1345.99,71.67,0.26,0.58,71.8,102.27,4.45,13.15,108.01,24,1
Permanent Magnet,Pump,3644,6808,12262,550.69,902.16,74.22,2.56,5.37,76.74,74.7,0.45,0.96,75.23,2,2061.93
Permanent Magnet,Fan,2763,5567,10307,857.28,1188.15,75.04,3.91,7.52,78.71,73.56,0.61,1.37,73.76,0,2320.77
Shunt-Wound,Pump,5410,8190,12783,888.54,1223.25,73.55,4.09,9.25,74.59,72.4,0.59,1.59,73.12,0,1399.56
Series-Wound,Actuator,3058,6447,11032,487.1,976.53,71.13,0.28,0.59,71.52,74.03,0.83,1.81,74.18,0,2418.84
Shunt-Wound,Actuator,3749,6732,11374,606.79,952.93,70.79,5.84,10.35,76.86,74.07,2.05,4.5,77.69,10,1158.14
Shunt-Wound,Actuator,4727,7368,12673,606.61,958.1,72.92,4.32,9.78,73.47,69.81,0.15,0.44,69.9,0,1785.83
Permanent Magnet,Conveyor,3458,6817,11620,1040.64,1535.75,69.97,0.48,1.05,70.25,80.84,1.39,3.89,82.01,0,2170.32
Permanent Magnet,Fan,3979,6789,11633,781.86,1318.41,95.22,0.56,1.29,95.58,70.54,0.77,2.25,71.37,0,2086.16
Series-Wound,Conveyor,4930,8193,12764,548.34,1235.71,89.69,0.3,0.46,89.8,93.78,1.1,2.7,93.95,15,124.75
Shunt-Wound,Pump,5621,8272,12773,568.9,929.83,71.06,0.17,0.43,71.33,74.76,0.21,0.46,74.97,0,1736.31
Series-Wound,Actuator,1598,4511,9527,605.79,1343.29,71.8,0.25,0.53,72.11,80.34,0.16,0.33,80.59,0,2838.2
Series-Wound,Fan,5663,8252,13285,649.31,1036.57,90.66,0.32,0.65,90.68,77.24,6.44,17.97,92.96,4,940.89
Permanent Magnet,Conveyor,5598,8358,13805,543.36,905.41,97.73,0.24,0.58,97.89,74,4.01,8.7,78.82,0,1563.05
Permanent Magnet,Conveyor,5107,8071,13474,701.63,1084.38,71.92,1,2.05,72.49,85.75,3.74,8.88,91.78,0,1546.36
Series-Wound,Pump,5713,9071,13812,1131.07,1724.1,71.56,0.43,0.64,71.72,73.64,1.5,3.36,74.42,9,601.66
Series-Wound,Fan,3561,6830,12197,881.12,1359.38,79.38,0.41,0.65,79.45,77.09,1.02,2.96,77.56,0,2062.84
Permanent Magnet,Pump,5544,8102,13106,855.57,1216.14,72.29,5.55,10.27,78.43,72.38,0.49,1.04,73.25,0,1479.41
Permanent Magnet,Actuator,3975,6534,11736,774.6,1162.66,73.03,0.31,0.64,73.17,74.17,2.23,5.73,76.76,0,2310.44
Permanent Magnet,Conveyor,1184,4584,9153,646.3,1285.11,80.51,0.29,0.64,80.62,88.43,2.58,5.86,93.13,0,2962.8
Permanent Magnet,Fan,4743,7405,12333,1045.06,1364.3,73.19,0.22,0.5,73.44,77.73,0.19,0.43,77.99,0,1988.77
Series-Wound,Conveyor,4573,7704,12976,720.06,1105.1,77.19,4.19,10.1,83.01,102.93,1.21,3.07,103.43,0,1407.49
Permanent Magnet,Actuator,5420,8751,13708,671.27,1026.87,69.91,0.46,1.1,70.76,71.04,0.15,0.42,71.2,0,1734.49
Permanent Magnet,Conveyor,2325,5771,10566,868.68,1210.29,84,2.88,5.47,88.2,84.21,2.98,6.72,84.22,0,2463.32
Permanent Magnet,Actuator,5934,8834,13625,847.17,1245.29,70.27,1.11,1.96,70.54,102.89,1.62,4.32,105.7,0,1318.02
Permanent Magnet,Actuator,2969,6208,11693,476.81,1298.4,69.72,2.88,6.85,70.3,69.05,2.4,6.04,71.38,0,2405.88
Permanent Magnet,Fan,2195,4708,10095,648.69,1369.19,80.22,4.57,7.2,83.52,73.97,0.42,0.99,74.26,0,2489.05
Shunt-Wound,Actuator,3476,6841,11800,978.63,1686.97,69.02,1.31,2.1,70.67,90.49,1.05,2.36,90.85,0,2155.02
Permanent Magnet,Fan,3590,6830,11742,734.38,1163.5,73.35,0.13,0.25,73.54,75.54,0.13,0.39,75.76,0,2430.13
Permanent Magnet,Fan,3450,6047,10630,494.98,883.75,75.96,0.24,0.43,76.1,74.65,2.78,6.96,76.78,0,2425.87
Permanent Magnet,Fan,2700,5522,10917,718.29,1171.37,73.19,1.33,2.29,74.56,79.83,3.21,7.47,85.88,3,2191.51
Series-Wound,Actuator,1218,4338,9605,346.76,932.69,78.54,4.89,9.52,81.63,73.48,0.29,0.58,73.81,0,2939.46
Permanent Magnet,Pump,5210,8204,13344,673.64,1219.5,71.55,1.02,2.33,72.07,70.03,0.26,0.77,70.58,0,1905.33
Permanent Magnet,Fan,4123,6824,11880,654.08,1110.96,78.55,3.31,7.43,84.87,84.24,1.04,2.64,84.97,0,1745.97
Permanent Magnet,Actuator,1499,4996,9847,405.96,1059.98,73.41,2.82,5.14,76.61,79.04,0.43,0.92,79.46,0,2940.5
Permanent Magnet,Actuator,2971,6200,11435,587.86,1200.58,74.44,0.42,0.71,75.07,73.01,0.24,0.52,73.24,0,2646.57
Permanent Magnet,Fan,1440,4268,9039,412.5,1111.98,70.27,0.26,0.42,70.33,70.77,0.67,1.74,72.16,0,3218.31
Permanent Magnet,Fan,2453,5703,11050,488.03,1057.9,69.13,2.56,5.9,70.84,72.25,3.31,8.63,76.57,0,2663.15
Series-Wound,Conveyor,5116,8059,12657,1325.57,1813.76,70.08,5.21,11.65,79.56,75.22,4.17,9.9,78.87,13,1
Shunt-Wound,Actuator,3475,6795,11518,1063.65,1725.19,78.99,0.11,0.18,79.14,71.7,0.25,0.72,72.25,0,2255.68
Permanent Magnet,Pump,4410,7664,12981,878.23,1243.31,70.61,2.77,4.47,74.04,71.33,0.31,0.63,71.89,0,1905.13
Series-Wound,Fan,2288,4794,9512,417.31,892.81,73.37,0.21,0.49,73.62,69.14,4,11.25,75.19,0,2665.1
Series-Wound,Pump,4516,7421,12596,484.95,818.24,73.12,0.17,0.33,73.27,71.94,0.72,1.56,73.22,0,2008.89
Permanent Magnet,Conveyor,3963,7081,11945,1017.23,1341.18,71.75,4.72,10.47,78.33,92.03,0.4,1.17,92.92,0,1723.44
Permanent Magnet,Actuator,1172,4246,8988,443.91,792.36,73.53,0.5,1.15,73.69,76.77,3.6,7.87,81.66,0,3059.65
Permanent Magnet,Fan,3810,6714,11752,952.92,1281.23,73.87,0.26,0.55,74.32,73.79,1.07,2.54,74.14,0,2256.83
Permanent Magnet,Conveyor,3526,6059,11326,490.55,1311.66,82.65,6.59,10.59,91.49,72.14,1.16,3.31,73.33,0,1939.82
Shunt-Wound,Pump,2749,5549,11039,370.74,883.35,73.09,0.43,0.9,73.13,74.3,0.64,1.34,75.25,0,2654.94
Permanent Magnet,Pump,5867,8953,13807,606.83,939.62,71.09,0.21,0.37,71.36,89.81,1.18,3.01,92.42,10,540.62
Permanent Magnet,Conveyor,2589,5815,10819,497.53,993.52,70.18,3.79,8.54,77.02,75.01,2.32,5.56,79.1,0,2428.78
Permanent Magnet,Actuator,2930,6303,11088,678.28,1174.7,73.46,0.18,0.32,73.73,78.64,0.37,1.1,79.26,0,2474.92
Permanent Magnet,Fan,3353,6426,11060,1021.4,1387.75,79.09,6,10.49,86.59,71.47,0.29,0.78,71.57,7,1341.2
Series-Wound,Conveyor,1762,5237,10350,357.62,1067.72,72.39,0.71,1.28,72.74,87.32,2.28,5.81,89.92,0,2793.05
Permanent Magnet,Actuator,5856,8799,14191,1094.56,1485.75,77.45,1.07,2.06,78.5,75.88,0.17,0.38,76.18,0,1501.25
Permanent Magnet,Conveyor,2897,5620,10780,377.28,735.01,73.53,0.29,0.7,73.99,75.72,2.37,6.94,78.06,0,2641.57
Permanent Magnet,Pump,4291,7295,12320,505.98,833.54,71.95,0.84,1.27,72.71,72.25,5.71,16.79,75.58,0,2024.44
Series-Wound,Fan,2067,5371,10139,467.5,851.31,70.35,0.24,0.43,70.56,70.95,4.15,11.07,79.59,0,2887.34
Permanent Magnet,Conveyor,1318,3941,9163,292.75,658.62,91.24,0.23,0.36,91.38,72.72,0.82,1.73,73.7,0,3119.33
Permanent Magnet,Fan,5800,8520,14017,639.59,1286.16,89.77,1.01,1.66,91.11,74.19,0.19,0.52,74.61,0,1407.41
Shunt-Wound,Actuator,3987,6568,11190,753.71,1269.33,92.41,0.32,0.57,92.76,74.08,1.57,3.45,76.34,0,1962.37
Permanent Magnet,Fan,5827,8515,13463,820.42,1484.99,75.2,1.78,4.43,77.89,69.18,0.17,0.36,69.41,0,1531.93
Series-Wound,Fan,4289,7097,12190,576.05,932.1,98.24,4.06,7.35,104.7,70.84,0.23,0.52,70.92,0,1777.56
Shunt-Wound,Conveyor,2268,5066,10443,682.94,1142.49,83.64,0.64,1.54,84.48,80.58,0.12,0.35,80.66,0,2620.74
Shunt-Wound,Actuator,1933,5350,10459,374.74,1056.55,73.92,0.19,0.42,73.93,71.81,0.36,0.92,72.57,0,2977.71
Series-Wound,Fan,3751,6556,11069,573.13,914.84,73.87,1.57,3.11,75.13,72.75,3.19,7.97,75.92,0,2224.99
Permanent Magnet,Conveyor,1407,4486,9467,401.47,996.37,70.66,4.68,9.48,75.33,76.52,3.59,9.95,79.59,0,2779.31
Series-Wound,Conveyor,3591,6218,11602,605.72,1108.18,74.63,1.67,3.43,76.27,73.21,6.24,13.81,82.46,1,1920.53
Permanent Magnet,Pump,1832,5182,10312,468.58,924.64,72,1.32,2.81,72.77,92.37,0.25,0.67,92.54,0,2802.11
Shunt-Wound,Actuator,2242,5334,10691,374.47,809.16,74.34,0.49,0.75,74.53,70.48,3.83,8.78,71.27,0,2818.12
Permanent Magnet,Fan,5260,8135,12956,561.63,1004.31,87.38,0.77,1.77,87.89,84.47,0.14,0.33,84.74,0,1641.71
Permanent Magnet,Pump,2974,5540,10553,543.01,978.62,71.07,0.11,0.17,71.07,69.4,0.17,0.4,69.75,0,2611.62
Permanent Magnet,Fan,1229,3859,8412,397.04,745.9,73.11,3.63,7.46,74.38,75.3,0.53,1.12,75.33,0,3061.56
Series-Wound,Conveyor,5263,8138,12803,929.61,1241.08,70.74,0.18,0.43,70.81,70.36,5.79,16.58,83.59,0,1526.99
Series-Wound,Fan,2675,5238,10123,607.88,935.41,75.86,3.47,8.09,82.04,72.92,0.5,1.32,73.58,0,2404.49
Permanent Magnet,Actuator,5492,8131,13266,663.76,1071.8,72.56,2.25,5.45,76.05,75.83,0.14,0.33,75.88,0,1585.73
Series-Wound,Fan,4854,8100,13390,696.29,1161.35,74.42,4.42,10.81,80.12,86.5,0.29,0.81,86.83,0,1375.1
Permanent Magnet,Pump,2372,5583,10664,819.11,1238.03,102.4,0.17,0.41,102.67,70.58,0.48,1.39,71.6,0,2654.1
Shunt-Wound,Actuator,3746,6568,11856,421.37,781.12,76.56,1.14,2.05,78.12,86,0.14,0.3,86.1,0,2245.53
Shunt-Wound,Conveyor,1976,5201,9910,407.04,974.35,74.87,0.58,1.27,75.42,71.25,0.11,0.26,71.42,0,2858.95
Permanent Magnet,Fan,5821,8686,13307,674.22,1128.73,80.41,4.52,7.24,84.78,71.7,0.46,1.21,72.5,0,1437.8
Series-Wound,Conveyor,2231,5237,10307,566.02,954.71,70.15,0.63,1.35,70.17,79.17,0.17,0.37,79.23,0,2730.7
Shunt-Wound,Pump,2797,5550,10563,897.96,1649.94,72.4,0.67,1.12,72.53,72.38,4.92,13.36,82.24,0,2397.73
Series-Wound,Fan,5049,8535,13951,776.92,1266.27,75.52,0.22,0.47,75.73,97.4,5.22,15.65,109.9,0,1293.7
Shunt-Wound,Pump,1519,4385,9402,597.52,921.5,84.57,3.07,6.63,89.99,101.4,0.44,1.25,102.19,18,934.49
Permanent Magnet,Conveyor,4253,7471,12444,1241.23,1820.88,75.33,5.28,8.49,76.13,70.49,3.97,10.61,71.16,24,1
Permanent Magnet,Fan,2012,4610,9572,363.26,1054.7,71.72,0.36,0.58,72.2,74.99,3.5,7.23,78.51,0,2860.71
Permanent Magnet,Pump,3228,5863,10590,913.57,1505.46,72.16,3.27,7.01,75.42,72.71,0.51,1.47,73.62,0,2237.88
Permanent Magnet,Conveyor,3244,6238,11718,471.41,871.15,71.01,3.8,6.5,71.2,71.12,0.11,0.25,71.18,0,2413.75
Shunt-Wound,Pump,2435,5012,9703,323.89,782.48,75.91,0.2,0.42,76.03,73.61,2.17,5.65,78.57,0,2739.85
Permanent Magnet,Pump,3959,6696,11900,1063.21,1403.8,99.11,0.86,1.89,99.45,72.59,1.01,2.23,74.07,4,1610
Series-Wound,Pump,5829,8580,13635,598.7,954.65,73.02,0.16,0.35,73.33,73.06,2.67,6.05,73.35,0,1533.95
Permanent Magnet,Conveyor,3059,6513,11089,475.07,870.8,72.53,0.28,0.64,72.95,70.7,1.66,3.43,71.09,0,2619.01
Permanent Magnet,Fan,3528,6744,11893,1027.37,1707.06,71.28,0.15,0.29,71.43,80.93,3.29,7.55,86.86,0,2098.09
Permanent Magnet,Pump,4693,7811,12772,895.99,1495.61,73.87,4.42,10.8,74.9,90.03,2.08,5.66,93.75,0,1413.81
Shunt-Wound,Fan,5737,9211,14384,1394.26,1965.88,77.57,0.28,0.65,77.59,94.24,0.22,0.64,94.62,0,1236.65
Permanent Magnet,Pump,1488,4632,10035,494.74,892.25,73.44,0.14,0.26,73.63,72.41,0.19,0.52,72.86,0,3112.1
